token,occurrence
kalten,96
bodenschätze,96
ärzte,96
gas,96
küsten,96
ums,96
mittelmeer,96
preis,96
brach,96
malerei,96
massiv,96
konzentriert,96
zog,96
finnischen,96
juan,96
ausgetragen,96
alexander,95
israelische,95
christian,95
92,95
gesetzt,95
tageszeitungen,95
arbeiteten,95
identität,95
abgerufen,95
1952,95
gegründeten,95
südamerika,95
homosexualität,95
entweder,95
reise,95
tausend,95
mehrfach,95
donau,94
mohammed,94
junge,94
archipel,94
hundert,94
interesse,94
iranische,94
justiz,94
trug,94
kündigte,94
benannt,94
polens,94
african,94
rate,94
bund,94
speziell,94
erlebte,94
extrem,94
privat,94
typisch,94
verteidigung,94
abgelöst,94
wollte,94
zugunsten,94
gerade,94
fleisch,93
los,93
company,93
französischer,93
aufgelöst,93
1914,93
bildungssystem,93
tropischen,93
flüssen,93
rücktritt,93
nennen,93
neuguinea,93
hierfür,93
wm,93
institute,93
zustimmung,93
sprecher,93
wochen,93
unterscheiden,93
verpflichtet,93
2022,92
bananen,92
1953,92
unterschiedliche,92
absolute,92
traten,92
investoren,92
regen,92
südliche,92
abhängigkeit,92
fußballspieler,92
bauern,92
88,92
gar,92
verhindern,92
orten,92
y,92
gründeten,92
böden,92
wahrscheinlich,92
ließen,92
steigt,92
kohle,92
langsam,92
maduro,92
1938,91
renaissance,91
gelegentlich,91
menschenrechtsverletzungen,91
beteiligung,91
grundschule,91
westküste,91
1930er,91
indem,91
begonnen,91
amerikanischer,91
sklaverei,91
gemeinschaften,91
damalige,91
eingestellt,91
kritisiert,91
einheiten,91
inselstaat,91
rebellen,91
späten,91
dörfer,91
italienisch,91
1917,91
aufgebaut,90
bevölkerungszahl,90
sämtliche,90
abgesehen,90
geriet,90
nutzen,90
oppositionelle,90
aufgabe,90
jährliche,90
1957,90
palast,90
empfangen,90
fälle,90
dubai,89
periode,89
funktion,89
nr,89
institut,89
ausbruch,89
rückkehr,89
hintergrund,89
96,89
regierte,89
vertrieben,89
katholisch,89
sprach,89
verkauft,89
team,89
portugiesen,89
autobahnen,89
englische,89
87,89
keiner,89
weiten,89
rohstoffe,89
spieler,89
königs,88
4000,88
einzelne,88
niedrig,88
guten,88
roma,88
wollen,88
bleiben,88
tote,88
besuch,88
gefunden,88
pandemie,88
1951,88
kontinent,88
wanderten,88
schritt,88
bald,88
nachbarland,88
verbinden,88
geprägten,88
papua,88
geringer,88
maria,88
rico,88
zukunft,88
dominieren,88
unterhalb,88
schreiben,88
medizinische,87
wiederholt,87
anspruch,87
350,87
maler,87
burg,87
zählte,87
emirate,87
angesichts,87
aufschwung,87
verfügte,87
kap,87
gliederung,87
1200,87
starb,87
ordnung,87
schiffe,87
brachten,87
miteinander,87
wehrpflicht,87
wirtschaftskrise,87
dauert,87
hierzu,87
wiener,87
roman,87
staatsreligion,87
demnach,87
maltas,86
stärkste,86
santiago,86
umfang,86
finnische,86
eigenständige,86
griechische,86
araber,86
buenos,86
school,86
guam,86
zurzeit,86
kolonialmacht,86
spielte,86
landesteilen,86
aids,86
güter,86
406,86
post,86
position,86
liberalen,86
enge,85
kulturen,85
bestanden,85
bestandteil,85
khan,85
france,85
kubanische,85
kwh,85
becken,85
krone,85
natürliche,85
britischer,85
tadschikistan,85
86,85
aires,85
heimat,85
verfassungsänderung,85
91,85
fußballnationalmannschaft,85
königreichs,85
innere,85
elemente,85
neuwahlen,85
auftrag,85
taiwan,85
australiens,85
weisen,85
james,84
atlantik,84
anzutreffen,84
reform,84
rechts,84
dörfern,84
factbook,84
royal,84
weltkrieges,84
river,84
iv,84
wallis,84
anschließend,84
zensus,84
burundi,84
niederländische,84
äußerst,84
stetig,84
central,84
zweiter,84
treten,84
klassischen,84
wachsenden,84
darstellt,84
autonome,83
vorfahren,83
court,83
gesetzgebung,83
flugverkehr,83
maße,83
bezug,83
93,83
territorien,83
gipfel,83
rief,83
natürlichen,83
guyana,83
solche,83
kammern,83
afrikanischer,83
länderinformationen,83
nationalfeiertag,83
nannte,83
jerusalem,83
amtlich,83
späteren,83
do,83
verteilung,82
aktuelle,82
1934,82
volkswirtschaft,82
russen,82
kupfer,82
trinidad,82
begrenzt,82
griechisch,82
unterschiedlich,82
woche,82
beendet,82
rights,82
beck,82
ganzjährig,82
deutschsprachigen,82
jugoslawien,82
bewaffneten,82
busse,82
bisherigen,81
österreichische,81
vereinigung,81
states,81
zahlreicher,81
130,81
umfassen,81
entsprach,81
enthält,81
armenische,81
konservativen,81
dschibuti,81
tempel,81
gestiegen,81
landesinneren,81
größter,81
her,81
überhaupt,81
völlig,81
israelischen,81
human,81
gewisse,81
erhält,81
fielen,81
schätzung,81
vorher,81
erhöht,81
kontinents,81
firmen,81
1929,81
pitcairn,80
rangliste,80
darf,80
covid,80
australische,80
tal,80
spiele,80
angeschlossen,80
außen,80
operation,80
k,80
südafrikanischen,80
kirgisistan,80
jahrhunderten,80
botschafter,80
jehovas,80
development,80
fortschritte,80
niedrigsten,80
gegend,80
ostküste,80
dichter,80
tschechoslowakei,80
league,80
jahrzehnte,80
einiger,80
zugelassen,79
bezeichnen,79
dialekte,79
amtssprachen,79
werde,79
legte,79
errichtete,79
kontrolliert,79
durften,79
trockenzeit,79
lesen,79
preise,79
links,79
feiertag,79
besser,79
nacht,79
wichtigster,79
temperatur,79
gleich,79
1900,79
1942,79
hindus,79
inneren,79
milizen,79
teilnahme,79
teilung,79
unterschied,78
investiert,78
angelegenheiten,78
will,78
gesamtzahl,78
umsetzung,78
franz,78
bestehenden,78
louis,78
jazz,78
hans,78
baumwolle,78
abgehalten,78
unmittelbar,78
luftverkehr,78
corporation,78
gehalten,78
komponisten,78
gekommen,78
zurückzuführen,78
stattdessen,78
westafrika,78
migranten,78
geburtenrate,78
brasiliens,78
weshalb,78
sportart,78
typische,77
übergang,77
1921,77
sinne,77
verbesserung,77
verzeichnen,77
befanden,77
joseph,77
ministerium,77
allianz,77
vogelarten,77
stets,77
aufnahme,77
regiert,77
wichtig,77
tiefland,77
weise,77
veränderungen,77
volkes,77
nördliche,77
formal,77
geologie,76
british,76
besucher,76
militärisch,76
94,76
wächst,76
missionare,76
gesunken,76
ermöglicht,76
angehörigen,76
zweimal,76
militärputsch,76
christoph,76
verkehren,76
zugehörigkeit,76
ukrainischen,76
hotels,76
sambia,76
service,76
sicht,76
nachbarländer,76
unterschieden,76
jeden,76
kriminalität,75
no,75
verfahren,75
front,75
kostenlos,75
demonstrationen,75
übertragen,75
häuser,75
110,75
einst,75
government,75
unterstellt,75
asiatischen,75
vorgesehen,75
überall,75
festen,75
verwendung,75
königin,75
vermögen,75
invasion,75
rom,75
führenden,75
wichtiges,75
lager,75
verbreiteten,75
atoll,75
herausgegeben,75
rundfunk,75
diskriminierung,75
silber,75
benutzt,75
krim,74
bin,74
uhr,74
schwedische,74
erheblichen,74
anden,74
übergangsregierung,74
as,74
papst,74
kommunistische,74
initiative,74
erobert,74
anti,74
barbados,74
ermöglichen,74
unterstützte,74
angeben,74
basiert,74
abgelehnt,74
140,74
begleitet,74
setzen,74
auswirkungen,74
kooperation,74
haft,74
ursprünglichen,74
serbien,74
brüssel,74
weltmeister,74
erstes,74
populär,74
ärmsten,74
zuckerrohr,74
genannte,74
1933,74
klassische,74
bevor,74
vergeben,74
scharia,74
erfolgreiche,74
spricht,73
ausdruck,73
hielt,73
mount,73
muslimische,73
inflationsrate,73
errichtung,73
vereinzelt,73
schrieb,73
ernennt,73
hält,73
ergab,73
1922,73
ungarische,73
bissau,73
wahlbeteiligung,73
erlassen,73
entstehen,73
hätten,73
leitung,73
veröffentlicht,73
auflösung,73
technische,73
partner,73
besonderen,73
kontinuierlich,73
belgischen,73
people,73
togo,73
nämlich,73
vergleichbar,73
zogen,73
zivilisten,73
gesellschaften,73
besuchten,73
bevölkerungsgruppen,73
zerfall,73
pacific,73
angriff,73
finnlands,72
salomonen,72
apartheid,72
1943,72
entstehung,72
hätte,72
entscheidung,72
entfallen,72
griechen,72
südamerikas,72
niederländisch,72
johannes,72
durchschnittlichen,72
news,72
eltern,72
réunion,72
bagdad,72
ortschaften,72
längste,72
österreichs,72
kiribati,72
hergestellt,72
herstellung,72
w,72
lebensmittel,72
arbeiter,72
fünftel,72
führende,72
beider,72
verhaftet,72
sicherheitskräfte,72
wähler,72
tode,71
89,71
manuel,71
lateinamerikanischen,71
kurzen,71
schuf,71
gefängnis,71
stationiert,71
scheiterte,71
charles,71
schließen,71
japans,71
portugiesisch,71
bestehende,71
zealand,71
forderten,71
massiven,71
who,71
getreide,71
erwachsenen,71
schlossen,71
gesetzlich,71
abschaffung,71
präsidentschaft,71
epoche,71
geburt,71
festival,71
bewohnt,71
antillen,71
zuerst,71
warschau,71
state,71
öffentlicher,71
britisch,71
erwartet,71
naturschutz,70
hinsichtlich,70
kindersterblichkeit,70
zumindest,70
tokelau,70
mitarbeiter,70
umfangreiche,70
antike,70
nordamerika,70
reduziert,70
besonderheit,70
eigenes,70
fließt,70
trocken,70
heißen,70
südafrikas,70
landfläche,70
letztere,70
mehrmals,70
breiten,70
entwickeln,70
reisen,70
125,70
niedriger,70
errichteten,70
religionsfreiheit,70
ausgeschlossen,70
unterstützen,70
abgewickelt,70
formel,70
aussterben,70
gründungsmitglied,70
gegenwart,70
neukaledonien,70
volksmusik,70
neuseelands,70
unterscheidet,69
versuchten,69
pakistans,69
tobago,69
mauretanien,69
menschlichen,69
öffentlichkeit,69
jetzt,69
erzeugt,69
dicht,69
niue,69
eroberten,69
bedeutend,69
besatzung,69
beliebteste,69
zucker,69
friedensvertrag,69
tuvalu,69
kanton,69
kandidat,69
gesundheitssystem,69
volkspartei,69
1937,69
arbeitsplätze,69
bundesregierung,69
wer,69
bedarf,69
betragen,69
fluggesellschaften,69
aktuell,69
südsudan,69
dhabi,69
vgl,69
rock,69
pläne,69
quadratkilometern,69
ankunft,69
schaffen,68
stichwahl,68
seychellen,68
pflanzenarten,68
nachfahren,68
friedrich,68
schwerpunkt,68
westafrikanischen,68
industrialisierung,68
kubas,68
begründet,68
angesiedelt,68
regimes,68
bewertet,68
gesamtfläche,68
betriebe,68
judikative,68
entwässert,68
helena,68
zunehmende,68
geschützt,68
bucht,68
abgebaut,68
radiosender,68
dt,68
belief,68
beliebte,68
gezwungen,68
erzielt,68
venezuelas,68
beliebtheit,68
gerechnet,68
sowjetische,67
prozess,67
ddr,67
maximal,67
territoriums,67
umgebung,67
gesetzliche,67
anerkannte,67
frühe,67
qualifikation,67
2050,67
toten,67
erweitert,67
bildungswesen,67
größer,67
verfolgung,67
platte,67
gegenden,67
alliierten,67
jener,67
armenischen,67
ursprungs,67
bemühungen,67
fischer,67
bulgarischen,67
kantone,67
1936,67
plantagen,67
kaiserreich,67
gründe,67
william,67
fremdsprache,67
tageszeitung,66
syrische,66
vermehrt,66
textilien,66
sänger,66
ursprung,66
tausende,66
verletzt,66
verstärkte,66
verbessert,66
district,66
militärdiktatur,66
oppositionsparteien,66
direkten,66
liberale,66
generell,66
diverse,66
geographische,66
betrugen,66
schulsystem,66
zugeordnet,66
amerikaner,66
dauer,66
faktisch,66
group,66
entlassen,66
bezeichneten,66
polnisch,66
r,66
beherrscht,66
bekam,66
zusammenbruch,66
wilhelm,66
il,66
luftfeuchtigkeit,66
nieder,66
konservative,66
illegal,66
bürgerkriegs,66
gefahr,66
zeigen,66
fragen,66
massaker,66
brasilianischen,66
gegenzug,65
portugals,65
gelegen,65
problemen,65
muslimen,65
lehrer,65
gegner,65
luft,65
verließen,65
somali,65
bevölkerungsanteil,65
jahrhunderte,65
anteile,65
finanzielle,65
händler,65
ostsee,65
zentralasien,65
geleitet,65
istanbul,65
abbau,65
benin,65
johann,65
karte,65
treffen,65
italiens,65
senatoren,65
gefährdet,65
entwicklungshilfe,65
2500,65
verzeichnet,65
dünn,65
demokratisierung,65
basketball,65
östliche,65
schauspieler,65
di,65
grande,65
daniel,65
schlechten,65
mitteleuropa,65
1924,65
rote,65
statistik,65
teilt,65
victoria,65
verbessern,65
wachsende,64
1925,64
protestanten,64
zentralregierung,64
allmählich,64
hongkongs,64
stabilität,64
geographisch,64
centre,64
1905,64
maßgeblich,64
üblich,64
top,64
landschaften,64
bulgarische,64
armenier,64
leisten,64
m³,64
kammer,64
erhebliche,64
setzten,64
erbe,64
fahren,64
unabhängiger,64
erzeugnisse,64
verfassungsgericht,64
einziger,64
bedeutender,64
republic,64
gesamtlänge,64
aktiven,64
dortigen,64
erstellt,64
selbstverwaltung,64
tabak,64
bekommen,64
gegenwärtig,63
wurzeln,63
wissenschaftliche,63
1928,63
grenada,63
beinahe,63
wäldern,63
großem,63
geschrieben,63
südostasien,63
ben,63
g,63
finanziellen,63
bergland,63
voran,63
eswatini,63
berichte,63
ukrainische,63
stimmten,63
errichten,63
westlicher,63
lebensjahr,63
umgesetzt,63
regierungspartei,63
entdeckung,63
energieversorgung,63
unterhalten,63
verträge,63
rumänischen,63
cayman,63
schwierig,63
steigenden,63
karibischen,63
essen,63
pipeline,63
leitet,63
arbeitnehmer,63
könnten,63
vorsitzenden,63
norwegische,63
nunmehr,63
ziehen,63
aufgegeben,63
jüngeren,63
finanzkrise,63
kanal,63
trockenen,63
ludwig,62
ausgeübt,62
sportler,62
struktur,62
kommunisten,62
stiftung,62
lebens,62
ausgerichtet,62
wiedergewählt,62
lebende,62
1935,62
malediven,62
wies,62
ständig,62
konflikten,62
osmanische,62
zusammengefasst,62
versuch,62
trifft,62
org,62
vorgeworfen,62
bevorzugt,62
fehlen,62
planung,62
bezüglich,62
anfangs,62
olympische,62
erneuerbaren,62
rechtliche,62
report,62
country,62
chiles,62
canada,62
brücke,62
schwedischen,62
on,62
landbevölkerung,62
wäre,62
bemüht,62
freedom,62
zentralbank,62
währungsfonds,62
trennung,62
basel,62
zensur,62
bermuda,62
berichten,62
neutralität,62
tierarten,62
befand,61
church,61
1867,61
kontakte,61
hohes,61
unterricht,61
verabschiedete,61
verband,61
kurze,61
1923,61
deutschsprachige,61
jagd,61
kloster,61
wollten,61
erklärten,61
westsahara,61
häufiger,61
bevölkerungsgruppe,61
finanzierung,61
1920er,61
flüge,61
forces,61
wirtschaftlicher,61
1910,61
schutzgebiete,61
systems,61
sonstige,61
mengen,61
antigua,61
p,61
siedlung,61
regeln,61
norwegischen,61
verschoben,61
vorsitzende,61
niedergeschlagen,61
richtete,61
anlagen,61
rus,61
weitem,61
ausgewiesen,61
manchen,61
schaffung,61
schließt,61
oberbefehlshaber,60
partnerschaft,60
lehnte,60
grundsätzlich,60
palau,60
wasserversorgung,60
beispiele,60
betroffenen,60
orientierte,60
orientiert,60
māori,60
inland,60
jene,60
lieder,60
gewannen,60
fördern,60
modernisierung,60
verkauf,60
abstimmung,60
750,60
tier,60
swahili,60
geographischen,60
nichtregierungsorganisation,60
sicherheitsrat,60
expedition,60
erschien,60
bündnis,60
variante,60
cambridge,60
römische,60
decken,60
krankheiten,60
dreimal,60
älteren,60
dialekt,60
ausgerufen,60
angebot,60
umbenannt,60
entsprechenden,59
schnitt,59
christlich,59
chinesisch,59
muhammad,59
territoriale,59
etc,59
schienennetz,59
mittels,59
fifa,59
begangen,59
großstädten,59
bürgerkrieges,59
europameisterschaft,59
gruppierungen,59
1800,59
böhmen,59
bringt,59
benannte,59
privater,59
vertretern,59
entsprechende,59
religiös,59
organisierte,59
eisenbahnnetz,59
ägyptische,59
north,59
einrichtung,59
vorsitz,59
450,59
durchsetzen,59
drittgrößte,59
zugenommen,59
verbündeten,59
projekte,59
sommerspielen,59
unterstützten,59
handels,59
küstenlinie,59
linien,59
kleidung,59
häufigsten,59
manche,59
spuren,59
inne,59
lucia,59
stärke,59
kräfte,59
kronkolonie,59
bahamas,59
1926,59
leiden,59
kommunen,59
weizen,59
bezogen,58
erklärung,58
globalen,58
emiraten,58
ibn,58
en,58
bekennen,58
www,58
vanuatu,58
industrielle,58
binnenstaat,58
intensiv,58
rumäniens,58
beobachten,58
vielfach,58
zentral,58
andreas,58
privatisierung,58
syrischen,58
staats,58
russischer,58
steigen,58
ausgebildet,58
beheimatet,58
gastgeber,58
heinrich,58
köln,58
spaniens,58
budapest,58
bücher,58
media,58
mehrzahl,58
herrschte,58
berichtet,57
kolonialherrschaft,57
architekten,57
erschlossen,57
bild,57
bereit,57
naturwissenschaften,57
völkern,57
santo,57
tief,57
beobachter,57
kompetenzen,57
wahlgang,57
kakao,57
social,57
kommunikation,57
atlantischen,57
ernannte,57
6000,57
umfrage,57
zeitschrift,57
kurs,57
auswanderung,57
martinique,57
flagge,57
nomaden,57
arbeitgeber,57
schulbesuchsdauer,57
veröffentlichte,57
fließen,57
regierende,57
mangel,57
entsprechen,57
vermutet,57
bürgern,57
mehrerer,57
gw,57
vereinbart,57
michel,57
kontakt,57
gewährt,57
geändert,57
ähnliche,57
religionsgemeinschaften,57
täglichen,57
zurückgegangen,57
beherbergt,57
tee,57
behandelt,57
viehzucht,57
great,57
komplett,57
aruba,57
hohem,57
schäden,57
guadeloupe,57
autobahn,57
beliefen,57
persönlichkeiten,57
vorschlag,57
diente,57
vollständige,56
vorjahr,56
bevölkerungsentwicklung,56
les,56
dr,56
forstwirtschaft,56
westeuropa,56
kriege,56
fertilitätsrate,56
ausgesprochen,56
voneinander,56
kanadische,56
tschechischen,56
krakau,56
bäume,56
ü,56
verlegt,56
schweizerische,56
demokratisch,56
aktuellen,56
einwanderern,56
besetzte,56
armutsgrenze,56
luanda,56
schützen,56
version,56
verhängt,56
grünen,56
sonst,56
import,56
eingeteilt,56
scheich,56
cookinseln,56
vierten,56
1931,56
wasserkraftwerke,56
stationen,56
konferenz,56
wolfgang,56
association,56
bürgermeister,56
college,56
tiefe,56
times,56
rechtssystem,56
arabischer,56
fruchtbaren,56
j,56
ägyptischen,56
1913,56
seitens,56
lateinamerikas,56
neuseeländischen,56
niedergang,56
vulkanischen,56
dorf,55
1912,55
ungarns,55
erneuten,55
religiöser,55
unterhaus,55
schulden,55
angehören,55
umgewandelt,55
angekündigt,55
einflüssen,55
entschied,55
wenngleich,55
ehe,55
stellenwert,55
unterrichtet,55
stiegen,55
starker,55
niedrige,55
gesellschaftliche,55
vorsitzender,55
gabun,55
übernahmen,55
standards,55
alltag,55
malis,55
lokaler,55
geblieben,55
luxemburgs,55
getragen,55
archive,55
1600,55
geteilt,55
grönländische,55
nachrichten,55
stammten,55
tahiti,55
damaskus,55
leitete,55
dauerte,55
notwendig,55
bewegungen,55
verwandt,55
vater,55
ansonsten,55
kaukasus,55
kathedrale,55
veröffentlichten,55
wirtschaftszweig,55
demonstranten,55
firma,55
high,55
kroatischen,55
dementsprechend,55
studien,55
heiß,55
kulturell,55
könige,54
dominierte,54
schah,54
chemische,54
eingestuft,54
übersetzt,54
statistischen,54
ausmachen,54
ausgestorben,54
distrikt,54
überblick,54
buch,54
stammende,54
dominierten,54
definiert,54
manchmal,54
airways,54
ethnisch,54
beschluss,54
traditioneller,54
wandel,54
bewaffnete,54
ferdinand,54
mischung,54
weitaus,54
staatsanleihen,54
staatsangehörigkeit,54
freihandelsabkommen,54
luxemburger,54
gestürzt,54
möglicherweise,54
bestrebungen,54
wein,54
zunehmenden,54
migration,54
bibliotheken,54
ermordung,54
mannschaften,54
entfielen,54
genau,54
südamerikanischen,54
argentiniens,54
tomé,54
rede,54
ergänzt,54
rasch,54
hingerichtet,54
heilige,54
umfassende,54
säuglingssterblichkeit,54
zusammensetzung,54
genf,54
möglichkeiten,54
ag,53
thailands,53
illegale,53
kubikmeter,53
ausgestattet,53
sozial,53
mitteln,53
irakischen,53
grenzgebiet,53
kämpfe,53
millimeter,53
aufstieg,53
medaillen,53
maya,53
aufgeführt,53
aussprache,53
franken,53
